transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check,hour,weekday,is_high_value
TXN_200017,CUST_381,Yes,2642,7166.0,0,2025-08-20 06:50:29,0,0,0,0,65320,4,0,4,6,2,0
TXN_200018,CUST_127,Yes,2086,6814.0,0,2025-08-09 08:05:24,0,0,0,0,1269,0,0,4,8,5,0
TXN_200019,CUST_451,Yes,462,14017.0,3,2025-08-20 19:00:24,0,0,0,0,60235,5,0,10,19,2,0
TXN_200020,CUST_612,Yes,259,10479.0,0,2025-08-04 00:43:17,0,0,0,0,194527,4,0,18,0,0,0
TXN_200021,CUST_435,Yes,1002,141766.0,0,2025-08-04 12:37:16,1,0,0,0,65425,5,0,7,12,0,1
TXN_200022,CUST_630,Yes,2184,176991.0,3,2025-08-18 15:40:14,1,0,0,0,199541,4,0,5,15,0,1
TXN_200023,CUST_194,Yes,1014,3768.0,2,2025-08-19 05:43:22,0,0,0,0,5811,2,0,4,5,1,0
TXN_200024,CUST_682,Yes,2083,4904.0,2,2025-08-03 23:34:35,0,0,0,0,103855,2,0,15,23,6,0
TXN_200025,CUST_641,Yes,389,12674.0,3,2025-08-16 12:58:49,0,0,0,0,185279,4,0,18,12,5,0
TXN_200026,CUST_507,No,923,134076.0,1,2025-08-18 00:07:21,1,0,0,0,85805,4,0,17,0,0,1
TXN_200027,CUST_212,Yes,2668,7307.0,3,2025-08-02 17:09:39,0,0,0,0,160265,3,0,6,17,5,0
TXN_200028,CUST_424,No,1135,5936.0,2,2025-08-17 15:07:56,0,0,0,0,131108,5,0,1,15,6,0
TXN_200029,CUST_106,Yes,1174,9784.0,0,2025-08-17 18:54:19,0,0,0,0,157230,5,0,3,18,6,0
TXN_200030,CUST_309,Yes,2229,5062.0,2,2025-08-11 10:07:23,0,0,0,0,84978,5,0,9,10,0,0
TXN_200031,CUST_242,Yes,2920,4677.0,0,2025-08-22 12:04:51,0,0,0,0,123037,5,0,5,12,4,0
TXN_200032,CUST_787,Yes,1669,5160.0,1,2025-08-11 10:20:41,0,0,0,0,150003,0,0,6,10,0,0
TXN_200033,CUST_514,Yes,880,4523.0,0,2025-08-06 21:43:40,0,0,0,0,131023,0,0,13,21,2,0
TXN_200034,CUST_217,No,1243,5316.0,2,2025-08-02 22:11:31,0,0,0,0,3247,1,0,3,22,5,0
TXN_200035,CUST_689,Yes,492,6438.0,2,2025-08-16 11:34:01,0,0,0,0,124355,4,0,3,11,5,0
TXN_200036,CUST_122,Yes,1669,12439.0,2,2025-08-03 02:09:23,0,0,0,0,190722,4,0,5,2,6,0
TXN_200037,CUST_397,No,500,42096.0,0,2025-08-03 20:20:13,0,0,0,0,66225,4,0,12,20,6,0
TXN_200038,CUST_610,Yes,648,5347.0,0,2025-08-04 19:57:44,0,0,0,0,130481,4,1,18,19,0,0
TXN_200039,CUST_171,No,2880,190257.0,2,2025-08-01 06:53:21,0,0,0,0,85154,5,0,7,6,4,1
TXN_200040,CUST_521,Yes,1846,6066.0,2,2025-08-18 16:29:31,0,0,0,0,167345,5,1,12,16,0,0
TXN_200041,CUST_303,Yes,2687,180326.0,0,2025-08-22 19:35:32,0,0,0,0,119846,0,0,2,19,4,1
TXN_200042,CUST_324,Yes,711,4916.0,0,2025-08-14 18:02:50,0,0,0,0,67935,2,0,16,18,3,0
TXN_200043,CUST_115,Yes,1171,7296.0,0,2025-08-13 17:49:47,0,0,0,0,57386,3,0,2,17,2,0
TXN_200044,CUST_662,Yes,1094,290970.0,0,2025-08-04 19:29:58,0,0,0,0,67303,5,0,8,19,0,1
TXN_200045,CUST_111,No,2600,6807.0,2,2025-08-03 06:03:48,0,0,0,0,32051,5,0,1,6,6,0
TXN_200046,CUST_365,Yes,459,162442.0,0,2025-08-09 06:00:46,1,0,0,0,116716,5,0,14,6,5,1
TXN_200047,CUST_313,Yes,749,3325.0,3,2025-08-03 15:37:50,1,0,0,0,11894,2,0,10,15,6,0
TXN_200048,CUST_166,Yes,2850,5498.0,0,2025-08-04 13:51:34,0,0,0,0,69592,2,0,13,13,0,0
TXN_200049,CUST_693,Yes,486,7056.0,3,2025-08-25 17:38:44,0,0,0,0,4390,0,0,10,17,0,0
TXN_200050,CUST_377,No,624,12421.0,3,2025-08-13 19:29:20,0,0,0,0,42106,5,0,13,19,2,0
TXN_200051,CUST_114,Yes,2773,136331.0,3,2025-08-19 01:58:11,0,0,0,0,87813,3,0,13,1,1,1
TXN_200052,CUST_174,Yes,2333,10160.0,0,2025-08-10 17:52:50,0,0,0,0,142199,4,1,1,17,6,0
TXN_200053,CUST_175,No,2622,4688.0,2,2025-08-06 20:03:37,0,0,0,0,9292,5,0,5,20,2,0
TXN_200054,CUST_693,Yes,665,14948.0,2,2025-08-21 17:24:03,0,0,0,0,174573,0,0,16,17,3,0
TXN_200055,CUST_354,Yes,598,7265.0,0,2025-08-01 07:18:19,0,0,0,0,155469,0,0,6,7,4,0
TXN_200056,CUST_232,Yes,2206,5637.0,0,2025-08-09 14:30:05,0,0,0,0,68648,3,0,4,14,5,0
TXN_200057,CUST_755,Yes,151,14898.0,0,2025-08-03 15:31:07,0,0,0,0,124743,1,0,10,15,6,0
TXN_200058,CUST_184,Yes,1645,5804.0,0,2025-08-10 05:37:29,0,0,0,0,120674,0,0,11,5,6,0
TXN_200059,CUST_782,No,1596,9134.0,0,2025-08-17 22:30:51,0,0,0,0,155055,2,0,2,22,6,0
TXN_200060,CUST_389,No,391,2865.0,0,2025-08-15 18:21:30,0,0,0,0,124858,2,0,9,18,4,0
TXN_200061,CUST_100,Yes,93,199623.0,3,2025-08-17 05:17:53,0,0,0,0,49055,4,0,14,5,6,1
TXN_200062,CUST_211,No,1177,8878.0,3,2025-08-20 20:43:07,0,0,0,0,17659,0,1,2,20,2,0
TXN_200063,CUST_609,Yes,1205,147306.0,3,2025-08-11 19:55:08,1,0,0,0,111010,4,0,5,19,0,1
TXN_200064,CUST_720,Yes,802,12726.0,3,2025-08-12 07:14:15,0,0,0,0,107030,0,1,12,7,1,0
TXN_200065,CUST_430,Yes,478,113523.0,0,2025-08-14 02:28:54,0,0,0,0,80577,3,0,1,2,3,1
TXN_200066,CUST_795,Yes,1184,16143.0,2,2025-08-20 10:34:52,0,0,0,0,36420,5,1,19,10,2,0
TXN_200067,CUST_496,Yes,1340,8264.0,2,2025-08-13 08:35:08,0,0,0,0,198693,0,0,12,8,2,0
TXN_200068,CUST_267,Yes,2662,3935.0,3,2025-08-14 00:38:36,0,0,0,0,19957,1,0,12,0,3,0
TXN_200069,CUST_140,Yes,2998,11163.0,3,2025-08-21 12:30:49,0,0,0,0,198129,2,0,5,12,3,0
TXN_200070,CUST_334,Yes,2378,9180.0,1,2025-08-19 01:59:25,0,0,0,0,79453,3,0,2,1,1,0
TXN_200071,CUST_742,Yes,662,11904.0,0,2025-08-13 15:34:41,0,0,0,0,53495,5,0,14,15,2,0
TXN_200072,CUST_267,Yes,1472,16214.0,1,2025-08-07 21:36:20,0,0,0,0,172329,5,0,17,21,3,0
TXN_200073,CUST_747,Yes,520,71155.0,0,2025-08-23 01:17:43,0,0,0,0,10192,2,0,15,1,5,1
TXN_200074,CUST_709,Yes,2069,11108.0,1,2025-08-05 01:24:00,0,0,0,0,177330,5,0,17,1,1,0
TXN_200075,CUST_393,Yes,1562,11995.0,1,2025-08-07 17:11:45,0,0,0,0,197269,4,0,2,17,3,0
TXN_200076,CUST_565,Yes,1639,23769.0,0,2025-08-25 16:23:23,0,0,0,0,37565,3,0,8,16,0,0
TXN_200077,CUST_162,Yes,505,7286.0,0,2025-08-09 23:27:39,0,0,0,0,99799,1,0,10,23,5,0
TXN_200078,CUST_216,Yes,1854,7302.0,2,2025-08-20 07:06:27,0,0,0,0,164178,2,0,3,7,2,0
TXN_200079,CUST_541,Yes,2737,5926.0,0,2025-08-22 19:07:55,0,0,0,0,12034,0,0,11,19,4,0
TXN_200080,CUST_660,Yes,790,4549.0,0,2025-08-19 21:18:31,0,0,0,0,40897,0,0,9,21,1,0
TXN_200081,CUST_575,Yes,817,9287.0,0,2025-08-24 15:06:59,0,0,0,0,91887,0,0,15,15,6,0
TXN_200082,CUST_413,Yes,982,11106.0,0,2025-08-09 16:43:23,0,0,0,0,1516,3,0,11,16,5,0
TXN_200083,CUST_458,Yes,1037,182977.0,3,2025-08-12 20:54:55,1,0,0,0,56091,1,0,3,20,1,1
TXN_200084,CUST_495,Yes,227,4506.0,1,2025-08-15 17:53:40,0,0,0,0,23747,5,0,7,17,4,0
TXN_200085,CUST_584,Yes,2175,6119.0,3,2025-08-06 12:39:40,0,0,0,0,24800,1,0,7,12,2,0
TXN_200086,CUST_105,Yes,2361,2431.0,1,2025-08-14 05:04:59,0,0,0,0,83298,1,0,4,5,3,0
TXN_200087,CUST_607,Yes,1164,7118.0,0,2025-08-05 16:25:09,0,0,0,0,9768,2,0,6,16,1,0
TXN_200088,CUST_779,Yes,1464,5805.0,0,2025-08-25 06:05:00,0,0,0,0,87307,3,0,19,6,0,0
TXN_200089,CUST_743,Yes,1653,17510.0,0,2025-08-15 00:02:59,0,0,0,0,12685,0,0,14,0,4,0
TXN_200090,CUST_217,No,12,7872.0,0,2025-08-13 18:17:11,0,0,0,0,195276,2,0,4,18,2,0
TXN_200091,CUST_540,Yes,1244,17962.0,0,2025-08-01 14:46:42,0,0,0,0,170671,5,0,19,14,4,0
TXN_200092,CUST_257,Yes,1376,2943.0,0,2025-08-06 16:44:20,0,0,0,0,140143,1,0,19,16,2,0
TXN_200093,CUST_658,Yes,2482,3275.0,3,2025-08-09 08:45:11,0,0,0,0,38544,0,0,17,8,5,0
TXN_200094,CUST_512,Yes,2945,15935.0,0,2025-08-17 13:58:23,0,0,0,0,51714,3,0,19,13,6,0
TXN_200095,CUST_251,Yes,392,3622.0,3,2025-08-02 22:36:43,0,0,0,0,192800,4,0,12,22,5,0
TXN_200096,CUST_771,Yes,1546,9152.0,3,2025-08-12 14:52:09,0,0,0,0,115252,1,0,17,14,1,0
TXN_200097,CUST_479,Yes,60,295368.0,0,2025-08-14 16:22:58,0,0,0,0,49484,1,0,15,16,3,1
TXN_200098,CUST_626,Yes,915,9755.0,0,2025-08-14 03:55:39,0,0,0,0,41274,1,1,9,3,3,0
TXN_200099,CUST_350,Yes,2300,8927.0,3,2025-08-02 15:15:46,0,0,0,0,3068,1,1,16,15,5,0
TXN_200100,CUST_341,Yes,2221,2975.0,0,2025-08-04 02:38:16,0,0,0,0,120651,0,0,18,2,0,0
TXN_200101,CUST_469,Yes,1494,9944.0,0,2025-08-16 00:25:26,0,0,0,0,194164,3,0,18,0,5,0
TXN_200102,CUST_376,Yes,1669,11256.0,1,2025-08-07 11:31:14,0,0,0,0,199135,2,0,4,11,3,0
TXN_200103,CUST_307,Yes,621,71680.0,1,2025-08-04 12:24:09,0,0,0,0,134267,0,0,4,12,0,1
TXN_200104,CUST_179,Yes,1407,9688.0,3,2025-08-21 08:32:42,0,0,0,0,124875,3,0,1,8,3,0
TXN_200105,CUST_391,No,219,31541.0,0,2025-08-18 20:22:29,1,0,0,0,179762,2,0,5,20,0,0
TXN_200106,CUST_137,Yes,670,10896.0,1,2025-08-08 13:44:41,0,0,0,0,136830,1,1,12,13,4,0
TXN_200107,CUST_321,Yes,2723,282778.0,3,2025-08-15 22:17:26,0,0,0,0,40004,3,0,14,22,4,1
TXN_200108,CUST_773,Yes,732,21880.0,2,2025-08-24 14:59:18,0,0,0,0,164731,1,0,10,14,6,0
TXN_200109,CUST_354,Yes,570,7732.0,0,2025-08-14 09:18:55,0,0,0,0,14486,3,0,18,9,3,0
TXN_200110,CUST_691,No,2919,6016.0,0,2025-08-11 05:36:07,0,0,0,0,62358,5,0,10,5,0,0
TXN_200111,CUST_494,Yes,1771,17738.0,1,2025-08-10 05:26:18,0,0,0,0,129812,4,0,16,5,6,0
TXN_200112,CUST_782,Yes,1206,28044.0,2,2025-08-06 14:07:09,0,0,0,0,13166,1,0,6,14,2,0
TXN_200113,CUST_491,Yes,2832,11674.0,0,2025-08-10 01:32:00,0,0,0,0,39160,1,0,3,1,6,0
TXN_200114,CUST_713,Yes,626,9692.0,2,2025-08-16 00:39:32,0,0,0,0,135133,1,0,15,0,5,0
TXN_200115,CUST_467,Yes,535,181337.0,3,2025-08-24 17:54:13,0,0,0,0,27354,5,0,5,17,6,1
TXN_200116,CUST_445,Yes,2948,19526.0,3,2025-08-18 16:01:18,0,0,0,0,65005,0,0,6,16,0,0
TXN_200117,CUST_319,Yes,2237,9034.0,1,2025-08-19 06:52:02,0,0,0,0,104988,2,0,12,6,1,0
TXN_200118,CUST_290,Yes,71,5219.0,3,2025-08-06 17:10:53,0,0,0,0,183823,1,0,1,17,2,0
TXN_200119,CUST_106,Yes,1753,7301.0,0,2025-08-06 22:18:23,0,0,0,0,23162,1,0,10,22,2,0
TXN_200120,CUST_471,Yes,2102,8548.0,0,2025-08-03 05:33:40,0,0,0,0,8892,0,0,3,5,6,0
TXN_200121,CUST_446,No,1741,16998.0,0,2025-08-15 12:51:39,1,0,0,0,31035,0,0,5,12,4,0
TXN_200122,CUST_488,Yes,30,9454.0,1,2025-08-19 17:01:06,0,0,0,0,114069,4,0,15,17,1,0
TXN_200123,CUST_416,Yes,1044,5438.0,1,2025-08-10 05:56:51,0,0,0,0,52756,3,0,4,5,6,0
TXN_200124,CUST_676,Yes,1330,5265.0,0,2025-08-16 23:05:05,0,0,0,0,89635,1,1,19,23,5,0
TXN_200125,CUST_422,Yes,1120,14686.0,2,2025-08-05 02:30:55,0,0,0,0,127978,3,0,17,2,1,0
TXN_200126,CUST_522,Yes,2439,211389.0,3,2025-08-22 05:37:42,0,0,0,0,35722,0,0,8,5,4,1
TXN_200127,CUST_637,Yes,2159,25541.0,1,2025-08-08 06:17:33,0,0,0,0,77873,0,0,5,6,4,0
TXN_200128,CUST_654,Yes,2691,17085.0,0,2025-08-02 15:38:42,0,0,0,0,124184,4,0,4,15,5,0
TXN_200129,CUST_455,Yes,1518,7095.0,1,2025-08-09 07:12:09,0,0,0,0,194907,2,0,19,7,5,0
TXN_200130,CUST_351,Yes,2036,11983.0,2,2025-08-23 18:12:32,0,0,0,0,11465,5,0,9,18,5,0
TXN_200131,CUST_642,Yes,923,67492.0,3,2025-08-04 07:44:20,0,0,0,0,25038,5,0,13,7,0,1
TXN_200132,CUST_437,Yes,1344,5274.0,0,2025-08-06 19:22:57,0,0,0,0,108566,5,0,17,19,2,0
TXN_200133,CUST_695,Yes,1097,23975.0,0,2025-08-13 23:29:09,0,0,0,0,113752,0,0,8,23,2,0
TXN_200134,CUST_499,No,1330,7378.0,1,2025-08-15 23:04:27,1,0,0,0,139682,1,0,19,23,4,0
TXN_200135,CUST_234,Yes,1669,4855.0,3,2025-08-11 10:53:59,0,0,0,0,158838,4,0,11,10,0,0
TXN_200136,CUST_301,Yes,320,3636.0,3,2025-08-21 04:41:42,0,0,0,0,184564,2,1,14,4,3,0
TXN_200137,CUST_306,Yes,1793,15227.0,3,2025-08-01 08:35:11,0,0,0,0,99306,5,0,18,8,4,0
TXN_200138,CUST_227,Yes,224,14821.0,0,2025-08-15 03:31:53,0,0,0,0,138482,4,1,5,3,4,0
TXN_200139,CUST_689,Yes,1670,13969.0,1,2025-08-12 03:10:45,0,0,0,0,111489,0,0,12,3,1,0
TXN_200140,CUST_603,Yes,2080,9528.0,1,2025-08-11 21:46:10,0,0,0,0,91482,5,0,16,21,0,0
TXN_200141,CUST_712,Yes,1094,54692.0,3,2025-08-16 19:57:21,0,0,0,0,122126,2,0,16,19,5,1
TXN_200142,CUST_734,Yes,2766,250746.0,3,2025-08-03 17:38:35,1,0,0,0,119676,3,0,14,17,6,1
TXN_200143,CUST_402,Yes,1269,6238.0,3,2025-08-15 08:18:48,0,0,0,0,131778,2,0,7,8,4,0
TXN_200144,CUST_378,Yes,2230,5092.0,3,2025-08-18 02:00:09,0,0,0,0,122909,1,0,9,2,0,0
TXN_200145,CUST_464,No,2957,5803.0,1,2025-08-20 07:01:59,0,0,0,0,23919,5,0,3,7,2,0
TXN_200146,CUST_309,Yes,93,13251.0,0,2025-08-14 08:33:15,0,0,0,0,182208,5,0,14,8,3,0
TXN_200147,CUST_146,No,2038,13905.0,0,2025-08-01 05:31:29,0,0,0,0,50515,3,0,1,5,4,0
TXN_200148,CUST_615,Yes,779,220769.0,0,2025-08-05 06:57:18,0,0,0,0,122596,3,0,14,6,1,1
TXN_200149,CUST_440,Yes,1368,17004.0,0,2025-08-19 18:02:14,0,0,0,0,107559,5,0,18,18,1,0
TXN_200150,CUST_781,Yes,2964,4939.0,0,2025-08-10 09:44:23,0,0,0,0,185840,1,1,3,9,6,0
TXN_200151,CUST_225,Yes,1073,214332.0,3,2025-08-18 03:59:21,0,0,0,0,111187,3,0,6,3,0,1
TXN_200152,CUST_382,Yes,2707,15175.0,0,2025-08-06 19:55:40,0,0,0,0,88439,0,0,4,19,2,0
TXN_200153,CUST_507,Yes,1391,11856.0,1,2025-08-16 21:17:00,0,0,0,0,149713,5,0,1,21,5,0
TXN_200154,CUST_139,Yes,1870,9926.0,0,2025-08-05 07:40:06,0,0,0,0,106378,2,0,3,7,1,0
TXN_200155,CUST_327,Yes,861,6685.0,2,2025-08-02 12:04:53,0,0,0,0,187616,2,0,18,12,5,0
TXN_200156,CUST_650,Yes,1212,14779.0,3,2025-08-08 05:45:30,0,0,0,0,198786,1,0,3,5,4,0
TXN_200157,CUST_398,Yes,2304,10358.0,0,2025-08-21 06:59:58,0,0,0,0,165399,0,0,16,6,3,0
TXN_200158,CUST_692,Yes,2235,16827.0,0,2025-08-03 00:13:20,0,0,0,0,187392,3,0,7,0,6,0
TXN_200159,CUST_393,Yes,712,6612.0,3,2025-08-11 15:05:01,0,0,0,0,63123,5,0,9,15,0,0
TXN_200160,CUST_316,Yes,791,8666.0,0,2025-08-15 09:32:05,0,0,0,0,75950,2,0,2,9,4,0
TXN_200161,CUST_165,Yes,1858,10606.0,3,2025-08-05 21:14:49,0,0,0,0,93926,2,0,3,21,1,0
TXN_200162,CUST_260,Yes,265,8062.0,0,2025-08-10 20:12:20,0,0,0,0,118345,2,0,1,20,6,0
TXN_200163,CUST_299,Yes,851,4667.0,1,2025-08-20 03:01:47,0,0,0,0,153871,2,0,6,3,2,0
TXN_200164,CUST_374,Yes,2603,88718.0,0,2025-08-10 08:31:37,0,0,0,0,44085,4,0,15,8,6,1
TXN_200165,CUST_323,Yes,2130,16228.0,3,2025-08-14 02:32:53,0,0,0,0,109725,1,0,5,2,3,0
TXN_200166,CUST_521,Yes,148,4178.0,0,2025-08-03 11:46:04,0,0,0,0,64544,3,0,13,11,6,0
TXN_200167,CUST_407,Yes,273,12568.0,3,2025-08-18 06:45:45,0,0,0,0,174129,5,0,8,6,0,0
TXN_200168,CUST_481,Yes,1954,16039.0,2,2025-08-23 18:49:53,0,0,0,0,180652,5,0,13,18,5,0
TXN_200169,CUST_688,Yes,488,3275.0,3,2025-08-17 16:10:54,0,0,0,0,110056,5,0,19,16,6,0
TXN_200170,CUST_649,Yes,2435,57077.0,0,2025-08-01 14:18:56,0,0,0,0,3193,3,0,9,14,4,1
TXN_200171,CUST_514,Yes,816,238078.0,0,2025-08-15 13:04:58,0,0,0,0,95759,1,0,3,13,4,1
TXN_200172,CUST_557,Yes,2397,7353.0,3,2025-08-05 19:22:34,0,0,0,0,26439,0,0,14,19,1,0
TXN_200173,CUST_602,Yes,1490,6953.0,0,2025-08-14 23:16:38,0,0,0,0,180497,1,0,7,23,3,0
TXN_200174,CUST_128,Yes,201,22150.0,3,2025-08-08 12:45:05,0,0,0,0,174513,2,0,13,12,4,0
TXN_200175,CUST_382,No,518,15951.0,0,2025-08-09 07:58:44,0,0,0,0,153406,2,1,9,7,5,0
TXN_200176,CUST_225,Yes,296,6251.0,0,2025-08-12 07:17:54,0,0,0,0,18547,1,0,11,7,1,0
TXN_200177,CUST_125,Yes,2840,5391.0,2,2025-08-02 09:39:37,0,0,0,0,26605,1,0,9,9,5,0
TXN_200178,CUST_193,Yes,647,44200.0,0,2025-08-03 10:29:29,0,0,0,0,76266,3,0,11,10,6,0
TXN_200179,CUST_745,Yes,1637,6924.0,1,2025-08-16 21:51:53,0,0,0,0,147279,3,0,14,21,5,0
TXN_200180,CUST_716,Yes,2813,2790.0,0,2025-08-21 15:42:55,0,0,0,0,153548,4,0,15,15,3,0
TXN_200181,CUST_354,Yes,2738,14044.0,0,2025-08-11 15:23:14,0,0,0,0,44762,5,0,17,15,0,0
TXN_200182,CUST_200,Yes,593,240547.0,0,2025-08-11 07:09:02,0,0,0,0,125617,4,0,1,7,0,1
TXN_200183,CUST_109,Yes,554,3622.0,0,2025-08-12 00:06:42,0,0,0,0,24276,5,0,3,0,1,0
TXN_200184,CUST_767,No,2919,4711.0,1,2025-08-17 20:50:08,0,0,0,0,161652,2,1,3,20,6,0
TXN_200185,CUST_283,Yes,1829,169114.0,3,2025-08-12 12:43:15,0,0,0,0,128876,4,1,3,12,1,1
TXN_200186,CUST_576,Yes,2187,8286.0,2,2025-08-19 14:11:40,0,0,0,0,198414,4,0,4,14,1,0
TXN_200187,CUST_739,Yes,2242,12027.0,1,2025-08-18 06:52:17,0,0,0,0,192945,0,0,17,6,0,0
TXN_200188,CUST_544,Yes,992,16410.0,3,2025-08-23 05:32:32,0,0,0,0,138348,1,0,4,5,5,0
TXN_200189,CUST_707,Yes,2994,6519.0,3,2025-08-12 02:31:31,0,0,0,0,93287,3,0,13,2,1,0
TXN_200190,CUST_175,Yes,2746,208729.0,0,2025-08-25 20:59:48,0,0,0,0,128448,4,0,7,20,0,1
TXN_200191,CUST_243,Yes,302,5425.0,0,2025-08-17 11:43:19,0,0,0,0,55516,3,0,4,11,6,0
TXN_200192,CUST_480,Yes,1631,8735.0,1,2025-08-19 13:23:45,0,0,0,0,141046,5,0,8,13,1,0
TXN_200193,CUST_189,Yes,2008,4133.0,0,2025-08-02 18:25:46,0,0,0,0,189625,4,1,11,18,5,0
TXN_200194,CUST_654,Yes,2671,3488.0,3,2025-08-11 07:05:08,0,0,0,0,22459,5,0,19,7,0,0
TXN_200195,CUST_423,Yes,730,20389.0,2,2025-08-23 16:40:09,0,0,0,0,137102,4,0,7,16,5,0
TXN_200196,CUST_102,Yes,507,15459.0,2,2025-08-18 09:01:15,0,0,0,0,119601,2,0,9,9,0,0
TXN_200197,CUST_774,Yes,2556,11966.0,0,2025-08-23 15:30:37,0,0,0,0,4248,0,0,4,15,5,0
TXN_200198,CUST_609,Yes,2245,262690.0,0,2025-08-05 13:36:16,0,0,0,0,14045,5,0,4,13,1,1
TXN_200199,CUST_599,Yes,902,12215.0,2,2025-08-03 18:17:31,0,0,0,0,128159,1,0,1,18,6,0
TXN_200200,CUST_439,Yes,455,283092.0,1,2025-08-16 11:18:39,0,0,0,0,197771,1,1,6,11,5,1
TXN_200201,CUST_345,No,746,20015.0,0,2025-08-05 20:57:12,0,0,0,0,166338,2,0,3,20,1,0
TXN_200202,CUST_706,Yes,2178,19922.0,0,2025-08-20 10:01:36,0,0,0,0,74030,2,0,3,10,2,0
TXN_200203,CUST_397,Yes,2296,8055.0,0,2025-08-25 10:30:03,0,0,0,0,94057,1,0,1,10,0,0
TXN_200204,CUST_459,Yes,2103,73151.0,3,2025-08-02 08:58:54,0,0,0,0,61587,5,0,7,8,5,1
TXN_200205,CUST_524,Yes,883,5040.0,3,2025-08-18 04:32:00,0,0,0,0,69340,1,0,9,4,0,0
TXN_200206,CUST_179,Yes,2257,249301.0,3,2025-08-22 02:13:53,1,0,0,0,118951,0,0,3,2,4,1
TXN_200207,CUST_325,Yes,1975,4534.0,0,2025-08-25 15:56:52,0,0,0,0,185956,4,0,15,15,0,0
TXN_200208,CUST_161,Yes,188,13177.0,3,2025-08-21 08:15:16,0,0,0,0,51505,0,0,3,8,3,0
TXN_200209,CUST_741,No,68,22083.0,0,2025-08-07 04:29:44,0,0,0,0,178148,1,0,11,4,3,0
TXN_200210,CUST_762,No,1250,8796.0,3,2025-08-03 23:22:07,0,0,0,0,39853,4,0,18,23,6,0
TXN_200211,CUST_216,Yes,2193,2264.0,3,2025-08-17 23:25:05,0,0,0,0,193575,1,1,3,23,6,0
TXN_200212,CUST_541,Yes,2198,5534.0,3,2025-08-08 12:07:32,0,0,0,0,53233,0,0,7,12,4,0
TXN_200213,CUST_184,Yes,2109,12034.0,0,2025-08-23 09:21:15,0,0,0,0,65818,0,0,9,9,5,0
TXN_200214,CUST_481,Yes,1628,7427.0,2,2025-08-20 17:39:20,0,0,0,0,155236,5,0,17,17,2,0
TXN_200215,CUST_530,Yes,1505,124465.0,0,2025-08-08 21:24:08,1,0,0,0,67672,5,0,9,21,4,1
TXN_200216,CUST_483,Yes,890,13865.0,0,2025-08-10 15:01:55,0,0,0,0,93764,0,0,10,15,6,0
TXN_200217,CUST_364,No,932,4220.0,0,2025-08-10 23:22:58,0,0,0,0,27236,4,0,13,23,6,0
TXN_200218,CUST_342,Yes,356,191220.0,0,2025-08-16 17:36:21,0,0,0,0,113359,5,0,5,17,5,1
TXN_200219,CUST_794,Yes,152,45566.0,0,2025-08-21 18:18:04,0,0,0,0,112681,5,0,14,18,3,0
TXN_200220,CUST_693,Yes,1727,13894.0,3,2025-08-18 08:11:12,0,0,0,0,132426,3,0,4,8,0,0
