transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check
TXN_200052,CUST_174,Yes,2333,10160,Mobile,2025-08-10 17:52:50,0,Transfer,Urban,USD,142199,4,1,1
TXN_200053,CUST_175,No,2622,4688,ATM,2025-08-06 20:03:37,0,Transfer,Urban,USD,9292,5,0,5
TXN_200054,CUST_693,Yes,665,14948,ATM,2025-08-21 17:24:03,0,Transfer,Urban,USD,174573,0,0,16
TXN_200055,CUST_354,Yes,598,7265,Mobile,2025-08-01 07:18:19,0,Transfer,Urban,USD,155469,0,0,6
TXN_200056,CUST_232,Yes,2206,5637,Mobile,2025-08-09 14:30:05,0,Transfer,Urban,USD,68648,3,0,4
TXN_200057,CUST_755,Yes,151,14898,Mobile,2025-08-03 15:31:07,0,Transfer,Urban,USD,124743,1,0,10
TXN_200058,CUST_184,Yes,1645,5804,Mobile,2025-08-10 05:37:29,0,Transfer,Urban,USD,120674,0,0,11
TXN_200059,CUST_782,No,1596,9134,Mobile,2025-08-17 22:30:51,0,Transfer,Urban,USD,155055,2,0,2
TXN_200060,CUST_389,No,391,2865,Mobile,2025-08-15 18:21:30,0,Transfer,Urban,USD,124858,2,0,9
TXN_200061,CUST_100,Yes,93,199623,Web,2025-08-17 05:17:53,0,Transfer,Urban,USD,49055,4,0,14
TXN_200062,CUST_211,No,1177,8878,Web,2025-08-20 20:43:07,0,Transfer,Urban,USD,17659,0,1,2
TXN_200063,CUST_609,Yes,1205,147306,Web,2025-08-11 19:55:08,1,Transfer,Urban,USD,111010,4,0,5
TXN_200064,CUST_720,Yes,802,12726,Web,2025-08-12 07:14:15,0,Transfer,Urban,USD,107030,0,1,12
TXN_200065,CUST_430,Yes,478,113523,Mobile,2025-08-14 02:28:54,0,Transfer,Urban,USD,80577,3,0,1
TXN_200066,CUST_795,Yes,1184,16143,ATM,2025-08-20 10:34:52,0,Transfer,Urban,USD,36420,5,1,19
TXN_200067,CUST_496,Yes,1340,8264,ATM,2025-08-13 08:35:08,0,Transfer,Urban,USD,198693,0,0,12
TXN_200068,CUST_267,Yes,2662,3935,Web,2025-08-14 00:38:36,0,Transfer,Urban,USD,19957,1,0,12
TXN_200069,CUST_140,Yes,2998,11163,Web,2025-08-21 12:30:49,0,Transfer,Urban,USD,198129,2,0,5
TXN_200070,CUST_334,Yes,2378,9180,POS,2025-08-19 01:59:25,0,Transfer,Urban,USD,79453,3,0,2
TXN_200071,CUST_742,Yes,662,11904,Mobile,2025-08-13 15:34:41,0,Transfer,Urban,USD,53495,5,0,14
TXN_200072,CUST_267,Yes,1472,16214,POS,2025-08-07 21:36:20,0,Transfer,Urban,USD,172329,5,0,17
TXN_200073,CUST_747,Yes,520,71155,Mobile,2025-08-23 01:17:43,0,Transfer,Urban,USD,10192,2,0,15
TXN_200074,CUST_709,Yes,2069,11108,POS,2025-08-05 01:24:00,0,Transfer,Urban,USD,177330,5,0,17
TXN_200075,CUST_393,Yes,1562,11995,POS,2025-08-07 17:11:45,0,Transfer,Urban,USD,197269,4,0,2
TXN_200076,CUST_565,Yes,1639,23769,Mobile,2025-08-25 16:23:23,0,Transfer,Urban,USD,37565,3,0,8
TXN_200077,CUST_162,Yes,505,7286,Mobile,2025-08-09 23:27:39,0,Transfer,Urban,USD,99799,1,0,10
TXN_200078,CUST_216,Yes,1854,7302,ATM,2025-08-20 07:06:27,0,Transfer,Urban,USD,164178,2,0,3
TXN_200079,CUST_541,Yes,2737,5926,Mobile,2025-08-22 19:07:55,0,Transfer,Urban,USD,12034,0,0,11
TXN_200080,CUST_660,Yes,790,4549,Mobile,2025-08-19 21:18:31,0,Transfer,Urban,USD,40897,0,0,9
TXN_200081,CUST_575,Yes,817,9287,Mobile,2025-08-24 15:06:59,0,Transfer,Urban,USD,91887,0,0,15
TXN_200082,CUST_413,Yes,982,11106,Mobile,2025-08-09 16:43:23,0,Transfer,Urban,USD,1516,3,0,11
TXN_200083,CUST_458,Yes,1037,182977,Web,2025-08-12 20:54:55,1,Transfer,Urban,USD,56091,1,0,3
TXN_200084,CUST_495,Yes,227,4506,POS,2025-08-15 17:53:40,0,Transfer,Urban,USD,23747,5,0,7
TXN_200085,CUST_584,Yes,2175,6119,Web,2025-08-06 12:39:40,0,Transfer,Urban,USD,24800,1,0,7
TXN_200086,CUST_105,Yes,2361,2431,POS,2025-08-14 05:04:59,0,Transfer,Urban,USD,83298,1,0,4
TXN_200087,CUST_607,Yes,1164,7118,Mobile,2025-08-05 16:25:09,0,Transfer,Urban,USD,9768,2,0,6
TXN_200088,CUST_779,Yes,1464,5805,Mobile,2025-08-25 06:05:00,0,Transfer,Urban,USD,87307,3,0,19
TXN_200089,CUST_743,Yes,1653,17510,Mobile,2025-08-15 00:02:59,0,Transfer,Urban,USD,12685,0,0,14
TXN_200090,CUST_217,No,12,7872,Mobile,2025-08-13 18:17:11,0,Transfer,Urban,USD,195276,2,0,4
TXN_200091,CUST_540,Yes,1244,17962,Mobile,2025-08-01 14:46:42,0,Transfer,Urban,USD,170671,5,0,19
TXN_200092,CUST_257,Yes,1376,2943,Mobile,2025-08-06 16:44:20,0,Transfer,Urban,USD,140143,1,0,19
TXN_200093,CUST_658,Yes,2482,3275,Web,2025-08-09 08:45:11,0,Transfer,Urban,USD,38544,0,0,17
TXN_200094,CUST_512,Yes,2945,15935,Mobile,2025-08-17 13:58:23,0,Transfer,Urban,USD,51714,3,0,19
TXN_200095,CUST_251,Yes,392,3622,Web,2025-08-02 22:36:43,0,Transfer,Urban,USD,192800,4,0,12
TXN_200096,CUST_771,Yes,1546,9152,Web,2025-08-12 14:52:09,0,Transfer,Urban,USD,115252,1,0,17
TXN_200097,CUST_479,Yes,60,295368,Mobile,2025-08-14 16:22:58,0,Transfer,Urban,USD,49484,1,0,15
TXN_200098,CUST_626,Yes,915,9755,Mobile,2025-08-14 03:55:39,0,Transfer,Urban,USD,41274,1,1,9
TXN_200099,CUST_350,Yes,2300,8927,Web,2025-08-02 15:15:46,0,Transfer,Urban,USD,3068,1,1,16
TXN_200100,CUST_341,Yes,2221,2975,Mobile,2025-08-04 02:38:16,0,Transfer,Urban,USD,120651,0,0,18
TXN_200101,CUST_469,Yes,1494,9944,Mobile,2025-08-16 00:25:26,0,Transfer,Urban,USD,194164,3,0,18
TXN_200102,CUST_376,Yes,1669,11256,POS,2025-08-07 11:31:14,0,Transfer,Urban,USD,199135,2,0,4
TXN_200103,CUST_307,Yes,621,71680,POS,2025-08-04 12:24:09,0,Transfer,Urban,USD,134267,0,0,4
TXN_200104,CUST_179,Yes,1407,9688,Web,2025-08-21 08:32:42,0,Transfer,Urban,USD,124875,3,0,1
TXN_200105,CUST_391,No,219,31541,Mobile,2025-08-18 20:22:29,1,Transfer,Urban,USD,179762,2,0,5
TXN_200106,CUST_137,Yes,670,10896,POS,2025-08-08 13:44:41,0,Transfer,Urban,USD,136830,1,1,12
TXN_200107,CUST_321,Yes,2723,282778,Web,2025-08-15 22:17:26,0,Transfer,Urban,USD,40004,3,0,14
TXN_200108,CUST_773,Yes,732,21880,ATM,2025-08-24 14:59:18,0,Transfer,Urban,USD,164731,1,0,10
TXN_200109,CUST_354,Yes,570,7732,Mobile,2025-08-14 09:18:55,0,Transfer,Urban,USD,14486,3,0,18
TXN_200110,CUST_691,No,2919,6016,Mobile,2025-08-11 05:36:07,0,Transfer,Urban,USD,62358,5,0,10
TXN_200111,CUST_494,Yes,1771,17738,POS,2025-08-10 05:26:18,0,Transfer,Urban,USD,129812,4,0,16
TXN_200112,CUST_782,Yes,1206,28044,ATM,2025-08-06 14:07:09,0,Transfer,Urban,USD,13166,1,0,6
TXN_200113,CUST_491,Yes,2832,11674,Mobile,2025-08-10 01:32:00,0,Transfer,Urban,USD,39160,1,0,3
TXN_200114,CUST_713,Yes,626,9692,ATM,2025-08-16 00:39:32,0,Transfer,Urban,USD,135133,1,0,15
TXN_200115,CUST_467,Yes,535,181337,Web,2025-08-24 17:54:13,0,Transfer,Urban,USD,27354,5,0,5
TXN_200116,CUST_445,Yes,2948,19526,Web,2025-08-18 16:01:18,0,Transfer,Urban,USD,65005,0,0,6
TXN_200117,CUST_319,Yes,2237,9034,POS,2025-08-19 06:52:02,0,Transfer,Urban,USD,104988,2,0,12
TXN_200118,CUST_290,Yes,71,5219,Web,2025-08-06 17:10:53,0,Transfer,Urban,USD,183823,1,0,1
TXN_200119,CUST_106,Yes,1753,7301,Mobile,2025-08-06 22:18:23,0,Transfer,Urban,USD,23162,1,0,10
TXN_200120,CUST_471,Yes,2102,8548,Mobile,2025-08-03 05:33:40,0,Transfer,Urban,USD,8892,0,0,3
TXN_200121,CUST_446,No,1741,16998,Mobile,2025-08-15 12:51:39,1,Transfer,Urban,USD,31035,0,0,5
TXN_200122,CUST_488,Yes,30,9454,POS,2025-08-19 17:01:06,0,Transfer,Urban,USD,114069,4,0,15
TXN_200123,CUST_416,Yes,1044,5438,POS,2025-08-10 05:56:51,0,Transfer,Urban,USD,52756,3,0,4
TXN_200124,CUST_676,Yes,1330,5265,Mobile,2025-08-16 23:05:05,0,Transfer,Urban,USD,89635,1,1,19
TXN_200125,CUST_422,Yes,1120,14686,ATM,2025-08-05 02:30:55,0,Transfer,Urban,USD,127978,3,0,17
TXN_200126,CUST_522,Yes,2439,211389,Web,2025-08-22 05:37:42,0,Transfer,Urban,USD,35722,0,0,8
TXN_200127,CUST_637,Yes,2159,25541,POS,2025-08-08 06:17:33,0,Transfer,Urban,USD,77873,0,0,5
TXN_200128,CUST_654,Yes,2691,17085,Mobile,2025-08-02 15:38:42,0,Transfer,Urban,USD,124184,4,0,4
TXN_200129,CUST_455,Yes,1518,7095,POS,2025-08-09 07:12:09,0,Transfer,Urban,USD,194907,2,0,19
TXN_200130,CUST_351,Yes,2036,11983,ATM,2025-08-23 18:12:32,0,Transfer,Urban,USD,11465,5,0,9
TXN_200131,CUST_642,Yes,923,67492,Web,2025-08-04 07:44:20,0,Transfer,Urban,USD,25038,5,0,13
TXN_200132,CUST_437,Yes,1344,5274,Mobile,2025-08-06 19:22:57,0,Transfer,Urban,USD,108566,5,0,17
TXN_200133,CUST_695,Yes,1097,23975,Mobile,2025-08-13 23:29:09,0,Transfer,Urban,USD,113752,0,0,8
TXN_200134,CUST_499,No,1330,7378,POS,2025-08-15 23:04:27,1,Transfer,Urban,USD,139682,1,0,19
TXN_200135,CUST_234,Yes,1669,4855,Web,2025-08-11 10:53:59,0,Transfer,Urban,USD,158838,4,0,11
TXN_200136,CUST_301,Yes,320,3636,Web,2025-08-21 04:41:42,0,Transfer,Urban,USD,184564,2,1,14
TXN_200137,CUST_306,Yes,1793,15227,Web,2025-08-01 08:35:11,0,Transfer,Urban,USD,99306,5,0,18
TXN_200138,CUST_227,Yes,224,14821,Mobile,2025-08-15 03:31:53,0,Transfer,Urban,USD,138482,4,1,5
TXN_200139,CUST_689,Yes,1670,13969,POS,2025-08-12 03:10:45,0,Transfer,Urban,USD,111489,0,0,12
TXN_200140,CUST_603,Yes,2080,9528,POS,2025-08-11 21:46:10,0,Transfer,Urban,USD,91482,5,0,16
TXN_200141,CUST_712,Yes,1094,54692,Web,2025-08-16 19:57:21,0,Transfer,Urban,USD,122126,2,0,16
TXN_200142,CUST_734,Yes,2766,250746,Web,2025-08-03 17:38:35,1,Transfer,Urban,USD,119676,3,0,14
TXN_200143,CUST_402,Yes,1269,6238,Web,2025-08-15 08:18:48,0,Transfer,Urban,USD,131778,2,0,7
TXN_200144,CUST_378,Yes,2230,5092,Web,2025-08-18 02:00:09,0,Transfer,Urban,USD,122909,1,0,9
TXN_200145,CUST_464,No,2957,5803,POS,2025-08-20 07:01:59,0,Transfer,Urban,USD,23919,5,0,3
TXN_200146,CUST_309,Yes,93,13251,Mobile,2025-08-14 08:33:15,0,Transfer,Urban,USD,182208,5,0,14
TXN_200147,CUST_146,No,2038,13905,Mobile,2025-08-01 05:31:29,0,Transfer,Urban,USD,50515,3,0,1
TXN_200148,CUST_615,Yes,779,220769,Mobile,2025-08-05 06:57:18,0,Transfer,Urban,USD,122596,3,0,14
TXN_200149,CUST_440,Yes,1368,17004,Mobile,2025-08-19 18:02:14,0,Transfer,Urban,USD,107559,5,0,18
TXN_200150,CUST_781,Yes,2964,4939,Mobile,2025-08-10 09:44:23,0,Transfer,Urban,USD,185840,1,1,3
TXN_200151,CUST_225,Yes,1073,214332,Web,2025-08-18 03:59:21,0,Transfer,Urban,USD,111187,3,0,6
TXN_200152,CUST_382,Yes,2707,15175,Mobile,2025-08-06 19:55:40,0,Transfer,Urban,USD,88439,0,0,4
TXN_200153,CUST_507,Yes,1391,11856,POS,2025-08-16 21:17:00,0,Transfer,Urban,USD,149713,5,0,1
TXN_200154,CUST_139,Yes,1870,9926,Mobile,2025-08-05 07:40:06,0,Transfer,Urban,USD,106378,2,0,3
TXN_200155,CUST_327,Yes,861,6685,ATM,2025-08-02 12:04:53,0,Transfer,Urban,USD,187616,2,0,18
TXN_200156,CUST_650,Yes,1212,14779,Web,2025-08-08 05:45:30,0,Transfer,Urban,USD,198786,1,0,3
TXN_200157,CUST_398,Yes,2304,10358,Mobile,2025-08-21 06:59:58,0,Transfer,Urban,USD,165399,0,0,16
TXN_200158,CUST_692,Yes,2235,16827,Mobile,2025-08-03 00:13:20,0,Transfer,Urban,USD,187392,3,0,7
TXN_200159,CUST_393,Yes,712,6612,Web,2025-08-11 15:05:01,0,Transfer,Urban,USD,63123,5,0,9
TXN_200160,CUST_316,Yes,791,8666,Mobile,2025-08-15 09:32:05,0,Transfer,Urban,USD,75950,2,0,2
TXN_200161,CUST_165,Yes,1858,10606,Web,2025-08-05 21:14:49,0,Transfer,Urban,USD,93926,2,0,3
TXN_200162,CUST_260,Yes,265,8062,Mobile,2025-08-10 20:12:20,0,Transfer,Urban,USD,118345,2,0,1
TXN_200163,CUST_299,Yes,851,4667,POS,2025-08-20 03:01:47,0,Transfer,Urban,USD,153871,2,0,6
TXN_200164,CUST_374,Yes,2603,88718,Mobile,2025-08-10 08:31:37,0,Transfer,Urban,USD,44085,4,0,15
TXN_200165,CUST_323,Yes,2130,16228,Web,2025-08-14 02:32:53,0,Transfer,Urban,USD,109725,1,0,5
TXN_200166,CUST_521,Yes,148,4178,Mobile,2025-08-03 11:46:04,0,Transfer,Urban,USD,64544,3,0,13
TXN_200167,CUST_407,Yes,273,12568,Web,2025-08-18 06:45:45,0,Transfer,Urban,USD,174129,5,0,8
TXN_200168,CUST_481,Yes,1954,16039,ATM,2025-08-23 18:49:53,0,Transfer,Urban,USD,180652,5,0,13
TXN_200169,CUST_688,Yes,488,3275,Web,2025-08-17 16:10:54,0,Transfer,Urban,USD,110056,5,0,19
TXN_200170,CUST_649,Yes,2435,57077,Mobile,2025-08-01 14:18:56,0,Transfer,Urban,USD,3193,3,0,9
TXN_200171,CUST_514,Yes,816,238078,Mobile,2025-08-15 13:04:58,0,Transfer,Urban,USD,95759,1,0,3
TXN_200172,CUST_557,Yes,2397,7353,Web,2025-08-05 19:22:34,0,Transfer,Urban,USD,26439,0,0,14
TXN_200173,CUST_602,Yes,1490,6953,Mobile,2025-08-14 23:16:38,0,Transfer,Urban,USD,180497,1,0,7
TXN_200174,CUST_128,Yes,201,22150,Web,2025-08-08 12:45:05,0,Transfer,Urban,USD,174513,2,0,13
TXN_200175,CUST_382,No,518,15951,Mobile,2025-08-09 07:58:44,0,Transfer,Urban,USD,153406,2,1,9
TXN_200176,CUST_225,Yes,296,6251,Mobile,2025-08-12 07:17:54,0,Transfer,Urban,USD,18547,1,0,11
TXN_200177,CUST_125,Yes,2840,5391,ATM,2025-08-02 09:39:37,0,Transfer,Urban,USD,26605,1,0,9
TXN_200178,CUST_193,Yes,647,44200,Mobile,2025-08-03 10:29:29,0,Transfer,Urban,USD,76266,3,0,11
TXN_200179,CUST_745,Yes,1637,6924,POS,2025-08-16 21:51:53,0,Transfer,Urban,USD,147279,3,0,14
TXN_200180,CUST_716,Yes,2813,2790,Mobile,2025-08-21 15:42:55,0,Transfer,Urban,USD,153548,4,0,15
TXN_200181,CUST_354,Yes,2738,14044,Mobile,2025-08-11 15:23:14,0,Transfer,Urban,USD,44762,5,0,17
TXN_200182,CUST_200,Yes,593,240547,Mobile,2025-08-11 07:09:02,0,Transfer,Urban,USD,125617,4,0,1
TXN_200183,CUST_109,Yes,554,3622,Mobile,2025-08-12 00:06:42,0,Transfer,Urban,USD,24276,5,0,3
TXN_200184,CUST_767,No,2919,4711,POS,2025-08-17 20:50:08,0,Transfer,Urban,USD,161652,2,1,3
TXN_200185,CUST_283,Yes,1829,169114,Web,2025-08-12 12:43:15,0,Transfer,Urban,USD,128876,4,1,3
TXN_200186,CUST_576,Yes,2187,8286,ATM,2025-08-19 14:11:40,0,Transfer,Urban,USD,198414,4,0,4
TXN_200187,CUST_739,Yes,2242,12027,POS,2025-08-18 06:52:17,0,Transfer,Urban,USD,192945,0,0,17
TXN_200188,CUST_544,Yes,992,16410,Web,2025-08-23 05:32:32,0,Transfer,Urban,USD,138348,1,0,4
TXN_200189,CUST_707,Yes,2994,6519,Web,2025-08-12 02:31:31,0,Transfer,Urban,USD,93287,3,0,13
TXN_200190,CUST_175,Yes,2746,208729,Mobile,2025-08-25 20:59:48,0,Transfer,Urban,USD,128448,4,0,7
TXN_200191,CUST_243,Yes,302,5425,Mobile,2025-08-17 11:43:19,0,Transfer,Urban,USD,55516,3,0,4
TXN_200192,CUST_480,Yes,1631,8735,POS,2025-08-19 13:23:45,0,Transfer,Urban,USD,141046,5,0,8
TXN_200193,CUST_189,Yes,2008,4133,Mobile,2025-08-02 18:25:46,0,Transfer,Urban,USD,189625,4,1,11
TXN_200194,CUST_654,Yes,2671,3488,Web,2025-08-11 07:05:08,0,Transfer,Urban,USD,22459,5,0,19
TXN_200195,CUST_423,Yes,730,20389,ATM,2025-08-23 16:40:09,0,Transfer,Urban,USD,137102,4,0,7
TXN_200196,CUST_102,Yes,507,15459,ATM,2025-08-18 09:01:15,0,Transfer,Urban,USD,119601,2,0,9
TXN_200197,CUST_774,Yes,2556,11966,Mobile,2025-08-23 15:30:37,0,Transfer,Urban,USD,4248,0,0,4
TXN_200198,CUST_609,Yes,2245,262690,Mobile,2025-08-05 13:36:16,0,Transfer,Urban,USD,14045,5,0,4
TXN_200199,CUST_599,Yes,902,12215,ATM,2025-08-03 18:17:31,0,Transfer,Urban,USD,128159,1,0,1
TXN_200200,CUST_439,Yes,455,283092,POS,2025-08-16 11:18:39,0,Transfer,Urban,USD,197771,1,1,6
TXN_200201,CUST_345,No,746,20015,Mobile,2025-08-05 20:57:12,0,Transfer,Urban,USD,166338,2,0,3
TXN_200202,CUST_706,Yes,2178,19922,Mobile,2025-08-20 10:01:36,0,Transfer,Urban,USD,74030,2,0,3
TXN_200203,CUST_397,Yes,2296,8055,Mobile,2025-08-25 10:30:03,0,Transfer,Urban,USD,94057,1,0,1
TXN_200204,CUST_459,Yes,2103,73151,Web,2025-08-02 08:58:54,0,Transfer,Urban,USD,61587,5,0,7
TXN_200205,CUST_524,Yes,883,5040,Web,2025-08-18 04:32:00,0,Transfer,Urban,USD,69340,1,0,9
TXN_200206,CUST_179,Yes,2257,249301,Web,2025-08-22 02:13:53,1,Transfer,Urban,USD,118951,0,0,3
TXN_200207,CUST_325,Yes,1975,4534,Mobile,2025-08-25 15:56:52,0,Transfer,Urban,USD,185956,4,0,15
TXN_200208,CUST_161,Yes,188,13177,Web,2025-08-21 08:15:16,0,Transfer,Urban,USD,51505,0,0,3
TXN_200209,CUST_741,No,68,22083,Mobile,2025-08-07 04:29:44,0,Transfer,Urban,USD,178148,1,0,11
TXN_200210,CUST_762,No,1250,8796,Web,2025-08-03 23:22:07,0,Transfer,Urban,USD,39853,4,0,18
TXN_200211,CUST_216,Yes,2193,2264,Web,2025-08-17 23:25:05,0,Transfer,Urban,USD,193575,1,1,3
TXN_200212,CUST_541,Yes,2198,5534,Web,2025-08-08 12:07:32,0,Transfer,Urban,USD,53233,0,0,7
TXN_200213,CUST_184,Yes,2109,12034,Mobile,2025-08-23 09:21:15,0,Transfer,Urban,USD,65818,0,0,9
TXN_200214,CUST_481,Yes,1628,7427,ATM,2025-08-20 17:39:20,0,Transfer,Urban,USD,155236,5,0,17
TXN_200215,CUST_530,Yes,1505,124465,Mobile,2025-08-08 21:24:08,1,Transfer,Urban,USD,67672,5,0,9
TXN_200216,CUST_483,Yes,890,13865,Mobile,2025-08-10 15:01:55,0,Transfer,Urban,USD,93764,0,0,10
TXN_200217,CUST_364,No,932,4220,Mobile,2025-08-10 23:22:58,0,Transfer,Urban,USD,27236,4,0,13
TXN_200218,CUST_342,Yes,356,191220,Mobile,2025-08-16 17:36:21,0,Transfer,Urban,USD,113359,5,0,5
TXN_200219,CUST_794,Yes,152,45566,Mobile,2025-08-21 18:18:04,0,Transfer,Urban,USD,112681,5,0,14
TXN_200220,CUST_693,Yes,1727,13894,Web,2025-08-18 08:11:12,0,Transfer,Urban,USD,132426,3,0,4
